Years,State,CO2_Emissions_commercial,CO2_Emissions_electricity,CO2_Emissions_industrial,CO2_Emissions_residential,CO2_Emissions_transportation,Year_x,Real GDP,Unit,State_Code_x,Year_y,Personal Income (millions),Population,Per capita income (dollars),State_Code_y,State_Code,CLPRB,CLPRK,CLPRP,COPRK,EMFDB,ENPRP,GETCB,HYTCB,NGMPB,NGMPK,NGMPP,NUETB,PAPRB,PAPRP,REPRB,ROPRB,SOTCB,TEPRB,TETCB,WDEXB,WDPRB,WDTCB,WSTCB,WYTCB
2001,Colorado,4.4,41.4,12.8,7.2,26.9,2001,236382.6,Millions of chained 2012 dollars,CO,2001,154999.8,4425687.0,35023.0,CO,CO,741186.0,22.21,33372.0,5.8,151.0,25.0,579.0,15445.0,873450.0,1.069,817206.0,0.0,95816.0,16520.0,23726.0,23575.0,212.0,1734178.0,1352595.0,0.0,5860.0,5860.0,978.0,503.0
2002,Colorado,4.3,40.1,12.1,7.5,26.7,2002,236785.5,Millions of chained 2012 dollars,CO,2002,155404.1,4490406.0,34608.0,CO,CO,788220.0,22.454,35103.0,5.8,202.0,33.0,582.0,12299.0,995996.0,1.063,937245.0,0.0,119028.0,20522.0,21082.0,20880.0,205.0,1924325.0,1352726.0,0.0,5798.0,5798.0,581.0,1414.0
2003,Colorado,4.2,40.3,11.8,7.6,26.3,2003,238539.8,Millions of chained 2012 dollars,CO,2003,158210.9,4528732.0,34935.0,CO,CO,801108.0,22.358,35831.0,5.8,232.0,39.0,538.0,12780.0,1078307.0,1.0659999999999998,1011285.0,0.0,124746.0,21508.0,21882.0,21650.0,199.0,2026044.0,1353967.0,0.0,6089.0,6089.0,555.0,1489.0
2004,Colorado,4.0,40.3,12.5,7.2,29.0,2004,240797.5,Millions of chained 2012 dollars,CO,2004,164106.0,4575013.0,35870.0,CO,CO,889060.0,22.299,39870.0,5.8,206.0,35.0,562.0,11966.0,1149273.0,1.065,1079235.0,0.0,130686.0,22532.0,22470.0,22263.0,193.0,2191488.0,1381594.0,0.0,6206.0,6206.0,1131.0,2205.0
2005,Colorado,4.0,40.6,13.4,7.5,29.6,2005,250839.6,Millions of chained 2012 dollars,CO,2005,175273.0,4631888.0,37841.0,CO,CO,857038.0,22.255,38510.0,5.8,657.0,111.0,605.0,14152.0,1219801.0,1.077,1133086.0,0.0,134717.0,23227.0,32106.0,31449.0,206.0,2243661.0,1415604.0,0.0,8113.0,8113.0,612.0,7762.0
2006,Colorado,3.7,41.6,13.5,7.1,30.4,2006,256124.3,Millions of chained 2012 dollars,CO,2006,189475.6,4720423.0,40140.0,CO,CO,805711.0,22.182,36322.0,5.8,8849.0,1506.0,603.0,17767.0,1295490.0,1.077,1202821.0,0.0,142106.0,24501.0,43961.0,35113.0,232.0,2287268.0,1431970.0,0.0,7238.0,7238.0,687.0,8585.0
2007,Colorado,3.7,42.9,13.4,7.8,31.0,2007,264577.0,Millions of chained 2012 dollars,CO,2007,201875.5,4803868.0,42024.0,CO,CO,815511.0,22.414,36384.0,5.8,12825.0,2196.0,621.0,17095.0,1336499.0,1.0759999999999998,1242571.0,0.0,151861.0,26183.0,52316.0,39491.0,308.0,2356187.0,1483728.0,0.0,7945.0,7945.0,756.0,12765.0
2008,Colorado,4.5,41.0,13.8,8.0,29.5,2008,267713.2,Millions of chained 2012 dollars,CO,2008,208738.0,4889730.0,42689.0,CO,CO,714673.0,22.314,32028.0,5.8,17014.0,2932.0,702.0,20096.0,1493824.0,1.075,1389399.0,0.0,173687.0,29946.0,80070.0,63057.0,819.0,2462253.0,1487542.0,0.0,8797.0,8797.0,905.0,31738.0
2009,Colorado,4.6,38.4,13.4,7.6,28.7,2009,262379.8,Millions of chained 2012 dollars,CO,2009,198800.2,4972195.0,39982.0,CO,CO,614581.0,21.741999999999997,28267.0,5.8,17164.0,2974.0,697.0,18405.0,1620932.0,1.081,1499070.0,0.0,176117.0,30365.0,80116.0,62952.0,1148.0,2491746.0,1465399.0,0.0,10771.0,10771.0,1053.0,30879.0
2010,Colorado,4.2,39.9,14.4,7.8,29.0,2010,264791.1,Millions of chained 2012 dollars,CO,2010,205372.4,5048281.0,40682.0,CO,CO,551825.0,21.93,25163.0,5.8,17976.0,3121.0,721.0,15398.0,1730439.0,1.0959999999999999,1578379.0,0.0,191481.0,33014.0,82190.0,64214.0,1808.0,2555935.0,1515571.0,0.0,11552.0,11552.0,1059.0,33676.0
2011,Colorado,3.9,38.9,13.0,7.8,28.0,2011,268680.8,Millions of chained 2012 dollars,CO,2011,223153.2,5121771.0,43570.0,CO,CO,586847.0,21.824,26890.0,5.8,17554.0,3057.0,741.0,20235.0,1822749.0,1.113,1637576.0,0.0,228938.0,39472.0,104147.0,86593.0,2865.0,2742681.0,1472721.0,0.0,11290.0,11290.0,936.0,50526.0
2012,Colorado,3.3,39.1,13.3,7.0,27.9,2012,273519.5,Millions of chained 2012 dollars,CO,2012,237141.5,5193721.0,45659.0,CO,CO,629645.0,22.041999999999998,28566.0,5.8,16564.0,2895.0,759.0,14247.0,1895207.0,1.109,1709376.0,0.0,287790.0,49619.0,102686.0,86122.0,3886.0,2915329.0,1441405.0,0.0,9544.0,9544.0,889.0,56798.0
2013,Colorado,3.7,38.5,13.3,8.1,27.5,2013,282533.9,Millions of chained 2012 dollars,CO,2013,249281.6,5270482.0,47298.0,CO,CO,529096.0,21.831,24236.0,5.8,17347.0,3042.0,759.0,11572.0,1799439.0,1.121,1604860.0,0.0,384088.0,66222.0,116979.0,99631.0,5186.0,2829602.0,1468349.0,0.0,12207.0,12207.0,1177.0,68731.0
2014,Colorado,3.7,37.7,14.1,8.0,28.2,2014,295698.6,Millions of chained 2012 dollars,CO,2014,271307.5,5351218.0,50700.0,CO,CO,528242.0,22.003,24007.0,5.8,17710.0,3114.0,759.0,16831.0,1848761.0,1.125,1643487.0,0.0,554248.0,95560.0,125648.0,107938.0,6045.0,3056899.0,1482807.0,0.0,13100.0,13100.0,1128.0,70076.0
2015,Colorado,4.0,36.6,14.4,7.5,27.9,2015,309179.6,Millions of chained 2012 dollars,CO,2015,284233.9,5452107.0,52133.0,CO,CO,403605.0,21.379,18879.0,5.7170000000000005,17239.0,3042.0,759.0,15098.0,1965188.0,1.1640000000000001,1688733.0,0.0,702002.0,122792.0,123964.0,106725.0,6270.0,3194760.0,1490556.0,0.0,13804.0,13804.0,1133.0,69662.0
2016,Colorado,3.9,35.3,14.3,7.5,28.2,2016,316751.8,Millions of chained 2012 dollars,CO,2016,289580.6,5540921.0,52262.0,CO,CO,270920.0,21.444000000000003,12634.0,5.722,17418.0,3085.0,759.0,17565.0,1981004.0,1.175,1685756.0,0.0,666504.0,116481.0,147633.0,130215.0,9508.0,3066062.0,1453002.0,0.0,14309.0,14309.0,1098.0,86977.0
2000,Connecticut,4.5,10.9,2.8,8.6,16.1,2000,216370.0,Millions of chained 2012 dollars,CT,2000,147054.8,3411777.0,43102.0,CT,CT,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5369.0,0.0,0.0,0.0,170674.0,0.0,0.0,50578.0,50578.0,260.0,221252.0,864592.0,0.0,13694.0,13694.0,31250.0,0.0
2001,Connecticut,4.3,9.6,2.6,8.3,16.9,2001,220287.4,Millions of chained 2012 dollars,CT,2001,155243.1,3432835.0,45223.0,CT,CT,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2959.0,0.0,0.0,0.0,161112.0,0.0,0.0,29813.0,29813.0,303.0,190925.0,829761.0,0.0,11983.0,11983.0,14563.0,0.0
2002,Connecticut,4.1,8.6,2.5,8.1,16.8,2002,219959.4,Millions of chained 2012 dollars,CT,2002,155347.9,3458749.0,44914.0,CT,CT,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3409.0,0.0,0.0,0.0,155777.0,0.0,0.0,28314.0,28314.0,365.0,184091.0,815941.0,0.0,10631.0,10631.0,13905.0,0.0
2003,Connecticut,4.9,7.9,3.0,9.6,17.3,2003,222240.4,Millions of chained 2012 dollars,CT,2003,157679.4,3484336.0,45254.0,CT,CT,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5715.0,0.0,0.0,0.0,167566.0,0.0,0.0,31229.0,31229.0,403.0,198795.0,894921.0,0.0,11071.0,11071.0,14035.0,0.0
2004,Connecticut,3.9,8.7,2.8,10.1,19.2,2004,237132.6,Millions of chained 2012 dollars,CT,2004,166262.0,3496094.0,47557.0,CT,CT,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4634.0,0.0,0.0,0.0,172470.0,0.0,0.0,30189.0,30189.0,454.0,202659.0,907520.0,0.0,11519.0,11519.0,13575.0,0.0
2005,Connecticut,3.7,10.0,2.9,9.2,18.3,2005,242485.4,Millions of chained 2012 dollars,CT,2005,175470.6,3506956.0,50035.0,CT,CT,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4782.0,0.0,0.0,0.0,162406.0,0.0,0.0,25728.0,25728.0,556.0,188134.0,863719.0,0.0,6698.0,6698.0,13684.0,0.0
2006,Connecticut,3.3,9.5,2.8,8.0,17.5,2006,251581.3,Millions of chained 2012 dollars,CT,2006,189750.4,3517460.0,53945.0,CT,CT,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5395.0,0.0,0.0,0.0,173111.0,0.0,0.0,25630.0,25630.0,654.0,198740.0,810221.0,0.0,5680.0,5680.0,13891.0,0.0
2007,Connecticut,3.3,8.8,2.5,8.2,17.4,2007,261129.1,Millions of chained 2012 dollars,CT,2007,204090.2,3527270.0,57861.0,CT,CT,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3590.0,0.0,0.0,0.0,171874.0,0.0,0.0,23885.0,23885.0,773.0,195760.0,841984.0,0.0,5917.0,5917.0,13594.0,0.0
2008,Connecticut,3.4,7.9,1.9,8.0,16.4,2008,259721.9,Millions of chained 2012 dollars,CT,2008,216865.3,3545579.0,61165.0,CT,CT,0.0,0.0,0.0,0.0,0.0,0.0,14.0,5481.0,0.0,0.0,0.0,161305.0,0.0,0.0,26251.0,26251.0,929.0,187557.0,774576.0,0.0,6105.0,6105.0,13724.0,0.0
2009,Connecticut,3.3,6.5,2.1,8.1,16.0,2009,248040.6,Millions of chained 2012 dollars,CT,2009,213612.1,3561807.0,59973.0,CT,CT,0.0,0.0,0.0,0.0,0.0,0.0,17.0,4973.0,0.0,0.0,0.0,174220.0,0.0,0.0,29431.0,29431.0,1062.0,203651.0,766416.0,0.0,9315.0,9315.0,14064.0,0.0
2010,Connecticut,3.3,7.7,2.0,7.5,15.7,2010,247460.8,Millions of chained 2012 dollars,CT,2010,222226.0,3579125.0,62089.0,CT,CT,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3811.0,0.0,0.0,0.0,175074.0,0.0,0.0,30302.0,30302.0,1137.0,205376.0,767341.0,0.0,11537.0,11537.0,13796.0,0.0
2011,Connecticut,3.6,6.6,2.1,7.2,15.5,2011,242019.5,Millions of chained 2012 dollars,CT,2011,228929.4,3588023.0,63804.0,CT,CT,0.0,0.0,0.0,0.0,0.0,0.0,19.0,5513.0,0.0,0.0,0.0,166669.0,0.0,0.0,30578.0,30578.0,1189.0,197247.0,740997.0,0.0,11281.0,11281.0,12575.0,0.0
2012,Connecticut,3.2,7.2,2.0,6.6,15.1,2012,243801.0,Millions of chained 2012 dollars,CT,2012,233337.8,3594395.0,64917.0,CT,CT,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2970.0,0.0,0.0,0.0,178959.0,0.0,0.0,26741.0,26741.0,1295.0,205700.0,725747.0,0.0,10171.0,10171.0,12283.0,0.0
2013,Connecticut,3.6,6.8,2.2,7.2,15.2,2013,241081.2,Millions of chained 2012 dollars,CT,2013,228470.9,3594915.0,63554.0,CT,CT,0.0,0.0,0.0,0.0,0.0,0.0,21.0,3835.0,0.0,0.0,0.0,178465.0,0.0,0.0,29330.0,29330.0,1601.0,207795.0,754160.0,0.0,11914.0,11914.0,11959.0,0.0
2014,Connecticut,3.8,6.7,2.1,7.5,15.1,2014,237784.3,Millions of chained 2012 dollars,CT,2014,238999.1,3594783.0,66485.0,CT,CT,0.0,0.0,0.0,0.0,0.0,0.0,21.0,4127.0,0.0,0.0,0.0,165677.0,0.0,0.0,32031.0,32031.0,2239.0,197708.0,752232.0,0.0,13492.0,13492.0,12153.0,0.0
2015,Connecticut,4.3,7.4,1.9,7.7,15.1,2015,242910.7,Millions of chained 2012 dollars,CT,2015,244982.3,3587509.0,68288.0,CT,CT,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2819.0,0.0,0.0,0.0,182083.0,0.0,0.0,32518.0,32518.0,2951.0,214601.0,756544.0,0.0,15661.0,15661.0,11067.0,0.0
2016,Connecticut,3.9,7.0,1.8,6.3,15.3,2016,242793.9,Millions of chained 2012 dollars,CT,2016,249580.9,3578674.0,69741.0,CT,CT,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2069.0,0.0,0.0,0.0,173363.0,0.0,0.0,32788.0,32788.0,4125.0,206151.0,724506.0,0.0,14971.0,14971.0,11485.0,118.0
2000,Delaware,0.6,5.3,3.7,1.2,5.1,2000,56109.0,Millions of chained 2012 dollars,DE,2000,26663.8,786373.0,33907.0,DE,DE,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2290.0,2290.0,20.0,2290.0,305090.0,0.0,1986.0,1986.0,195.0,0.0
2001,Delaware,0.7,5.2,3.7,1.2,4.7,2001,58881.6,Millions of chained 2012 dollars,DE,2001,29402.4,795699.0,36952.0,DE,DE,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1325.0,1325.0,17.0,1325.0,292481.0,0.0,1192.0,1192.0,15.0,0.0
2002,Delaware,0.7,5.1,3.2,1.2,4.9,2002,56814.0,Millions of chained 2012 dollars,DE,2002,30386.8,806169.0,37693.0,DE,DE,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1314.0,1314.0,16.0,1314.0,308812.0,0.0,1160.0,1160.0,30.0,0.0
2003,Delaware,0.8,5.9,2.9,1.3,4.8,2003,57957.3,Millions of chained 2012 dollars,DE,2003,31094.6,818003.0,38013.0,DE,DE,0.0,0.0,0.0,0.0,0.0,0.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1401.0,1401.0,13.0,1401.0,303838.0,0.0,1217.0,1217.0,29.0,0.0
2004,Delaware,0.8,6.0,3.1,1.2,4.9,2004,60682.3,Millions of chained 2012 dollars,DE,2004,32376.7,830803.0,38970.0,DE,DE,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1435.0,1435.0,12.0,1435.0,289790.0,0.0,1241.0,1241.0,28.0,0.0
2005,Delaware,0.7,6.4,3.3,1.2,5.2,2005,59973.5,Millions of chained 2012 dollars,DE,2005,33303.1,845150.0,39405.0,DE,DE,0.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,955.0,955.0,11.0,955.0,302444.0,0.0,737.0,737.0,30.0,0.0
2006,Delaware,0.7,5.7,3.1,1.0,5.2,2006,61496.8,Millions of chained 2012 dollars,DE,2006,35265.5,859268.0,41041.0,DE,DE,0.0,0.0,0.0,0.0,0.0,0.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,872.0,872.0,22.0,872.0,288565.0,0.0,635.0,635.0,11.0,0.0
2007,Delaware,0.7,6.7,3.0,1.0,5.2,2007,61235.1,Millions of chained 2012 dollars,DE,2007,36340.6,871749.0,41687.0,DE,DE,0.0,0.0,0.0,0.0,0.0,0.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1531.0,1531.0,44.0,1531.0,293707.0,0.0,697.0,697.0,543.0,0.0
2008,Delaware,0.6,6.2,2.8,1.0,5.0,2008,58656.4,Millions of chained 2012 dollars,DE,2008,35993.2,883874.0,40722.0,DE,DE,0.0,0.0,0.0,0.0,0.0,0.0,294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2952.0,2952.0,50.0,2952.0,291534.0,0.0,770.0,770.0,1838.0,0.0
2009,Delaware,0.8,3.8,1.5,1.0,4.8,2009,60404.2,Millions of chained 2012 dollars,DE,2009,36284.2,891730.0,40690.0,DE,DE,0.0,0.0,0.0,0.0,0.0,0.0,367.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3577.0,3577.0,85.0,3577.0,259441.0,0.0,1502.0,1502.0,1623.0,0.0
2010,Delaware,0.8,4.2,0.8,1.0,4.3,2010,60016.1,Millions of chained 2012 dollars,DE,2010,36725.7,899595.0,40825.0,DE,DE,0.0,0.0,0.0,0.0,0.0,0.0,414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3838.0,3838.0,125.0,3838.0,250321.0,0.0,1609.0,1609.0,1666.0,25.0
2011,Delaware,0.7,3.8,2.7,0.9,4.1,2011,62017.4,Millions of chained 2012 dollars,DE,2011,39825.6,907316.0,43894.0,DE,DE,0.0,0.0,0.0,0.0,0.0,0.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4172.0,4172.0,383.0,4172.0,272754.0,0.0,1554.0,1554.0,1786.0,47.0
2012,Delaware,0.7,4.6,3.1,0.8,4.2,2012,61975.8,Millions of chained 2012 dollars,DE,2012,40338.4,915188.0,44077.0,DE,DE,0.0,0.0,0.0,0.0,0.0,0.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3581.0,3581.0,607.0,3581.0,273643.0,0.0,1311.0,1311.0,1199.0,35.0
2013,Delaware,0.8,4.1,3.2,0.9,4.1,2013,59157.1,Millions of chained 2012 dollars,DE,2013,40949.4,923638.0,44335.0,DE,DE,0.0,0.0,0.0,0.0,0.0,0.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3795.0,3795.0,1001.0,3795.0,274261.0,0.0,1679.0,1679.0,642.0,43.0
2014,Delaware,0.8,3.6,3.1,1.0,4.2,2014,63499.5,Millions of chained 2012 dollars,DE,2014,42888.3,932596.0,45988.0,DE,DE,0.0,0.0,0.0,0.0,0.0,0.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4224.0,4224.0,1189.0,4224.0,274339.0,0.0,1702.0,1702.0,855.0,48.0
2015,Delaware,0.9,3.3,3.2,1.0,4.4,2015,65876.1,Millions of chained 2012 dollars,DE,2015,45150.7,941413.0,47961.0,DE,DE,0.0,0.0,0.0,0.0,0.0,0.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3516.0,3516.0,1230.0,3516.0,277858.0,0.0,1044.0,1044.0,765.0,48.0
2016,Delaware,0.9,3.6,3.4,0.8,4.6,2016,63108.7,Millions of chained 2012 dollars,DE,2016,46042.1,949216.0,48505.0,DE,DE,0.0,0.0,0.0,0.0,0.0,0.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3110.0,3110.0,1133.0,3110.0,273060.0,0.0,830.0,830.0,667.0,49.0
2000,District of Columbia,1.3,0.2,0.0,0.9,1.8,2000,85265.3,Millions of chained 2012 dollars,DC,2000,24794.5,572046.0,43344.0,DC,DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1354.0,1354.0,2.0,1354.0,192565.0,0.0,1352.0,1352.0,0.0,0.0
2001,District of Columbia,1.4,0.2,0.1,0.8,1.7,2001,88505.8,Millions of chained 2012 dollars,DC,2001,25677.5,574504.0,44695.0,DC,DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,866.0,866.0,3.0,866.0,188715.0,0.0,863.0,863.0,0.0,0.0
2002,District of Columbia,1.3,0.3,0.1,0.9,1.6,2002,91195.4,Millions of chained 2012 dollars,DC,2002,25869.8,573158.0,45136.0,DC,DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,881.0,881.0,3.0,881.0,192666.0,0.0,878.0,878.0,0.0,0.0
2003,District of Columbia,1.2,0.1,0.1,1.0,1.6,2003,93025.0,Millions of chained 2012 dollars,DC,2003,26177.8,568502.0,46047.0,DC,DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,926.0,926.0,3.0,926.0,189118.0,0.0,922.0,922.0,0.0,0.0
2004,District of Columbia,1.3,0.1,0.1,0.9,1.7,2004,97797.8,Millions of chained 2012 dollars,DC,2004,28501.7,567754.0,50201.0,DC,DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,943.0,943.0,4.0,943.0,196856.0,0.0,939.0,939.0,0.0,0.0
2005,District of Columbia,1.3,0.2,0.1,0.9,1.4,2005,99954.6,Millions of chained 2012 dollars,DC,2005,30163.9,567136.0,53186.0,DC,DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,47.0,6.0,47.0,196004.0,0.0,42.0,42.0,0.0,0.0
2006,District of Columbia,1.1,0.1,0.1,0.7,1.2,2006,100242.1,Millions of chained 2012 dollars,DC,2006,32001.1,570681.0,56075.0,DC,DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,52.0,14.0,52.0,182510.0,0.0,37.0,37.0,0.0,0.0
2007,District of Columbia,1.2,0.1,0.0,0.8,1.2,2007,102956.5,Millions of chained 2012 dollars,DC,2007,34480.2,574404.0,60028.0,DC,DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,14.0,55.0,194920.0,0.0,41.0,41.0,0.0,0.0
2008,District of Columbia,1.1,0.1,0.0,0.8,1.0,2008,106746.8,Millions of chained 2012 dollars,DC,2008,35462.3,580236.0,61117.0,DC,DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,20.0,65.0,186833.0,0.0,45.0,45.0,0.0,0.0
2009,District of Columbia,1.2,0.0,0.0,0.8,1.1,2009,106351.3,Millions of chained 2012 dollars,DC,2009,35798.8,592228.0,60448.0,DC,DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,49.0,22.0,49.0,195103.0,0.0,27.0,27.0,0.0,0.0
2010,District of Columbia,1.2,0.2,0.0,0.8,1.0,2010,109964.1,Millions of chained 2012 dollars,DC,2010,38481.5,605085.0,63597.0,DC,DC,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,114.0,80.0,114.0,190334.0,0.0,29.0,29.0,0.0,0.0
2011,District of Columbia,1.1,0.2,0.0,0.7,1.1,2011,112008.3,Millions of chained 2012 dollars,DC,2011,41786.3,619602.0,67441.0,DC,DC,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,290.0,203.0,290.0,183642.0,0.0,28.0,28.0,0.0,0.0
2012,District of Columbia,0.9,0.0,0.0,0.7,1.0,2012,112736.5,Millions of chained 2012 dollars,DC,2012,43426.9,634725.0,68418.0,DC,DC,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.0,285.0,240.0,285.0,172813.0,0.0,24.0,24.0,0.0,0.0
2013,District of Columbia,1.0,0.0,0.0,0.8,1.0,2013,112677.9,Millions of chained 2012 dollars,DC,2013,44189.3,650431.0,67939.0,DC,DC,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0,305.0,253.0,305.0,174775.0,0.0,30.0,30.0,0.0,0.0
2014,District of Columbia,1.0,0.0,0.0,0.8,1.1,2014,114910.5,Millions of chained 2012 dollars,DC,2014,47259.9,662513.0,71334.0,DC,DC,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.0,344.0,292.0,344.0,179278.0,0.0,31.0,31.0,0.0,0.0
2015,District of Columbia,1.0,0.0,0.0,0.8,1.1,2015,117238.4,Millions of chained 2012 dollars,DC,2015,50940.5,675254.0,75439.0,DC,DC,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,824.0,824.0,304.0,824.0,178479.0,0.0,0.0,0.0,498.0,0.0
2016,District of Columbia,0.9,0.0,0.0,0.6,1.1,2016,119567.3,Millions of chained 2012 dollars,DC,2016,53192.4,686575.0,77475.0,DC,DC,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1107.0,1107.0,295.0,1107.0,174224.0,0.0,7.0,7.0,784.0,0.0
2000,Florida,4.8,117.9,15.3,1.5,100.3,2000,642692.9,Millions of chained 2012 dollars,FL,2000,472238.6,16047515.0,29428.0,FL,FL,0.0,0.0,0.0,5.8,0.0,0.0,2157.0,885.0,8911.0,1.3730000000000002,6491.0,336766.0,26831.0,4626.0,194952.0,194952.0,27909.0,567461.0,4044221.0,0.0,89030.0,89030.0,74972.0,0.0
2001,Florida,4.9,118.9,14.5,1.4,98.8,2001,658640.0,Millions of chained 2012 dollars,FL,2001,496337.2,16356966.0,30344.0,FL,FL,0.0,0.0,0.0,5.8,0.0,0.0,2444.0,1526.0,7855.0,1.376,5710.0,329825.0,25671.0,4426.0,158038.0,158038.0,26770.0,521390.0,4032179.0,0.0,82264.0,82264.0,45034.0,0.0
2002,Florida,5.0,121.2,13.0,1.4,101.2,2002,685304.0,Millions of chained 2012 dollars,FL,2002,512812.5,16689370.0,30727.0,FL,FL,0.0,0.0,0.0,5.8,0.0,0.0,2663.0,1873.0,4893.0,1.459,3353.0,351940.0,21077.0,3634.0,174327.0,174327.0,25656.0,552237.0,4146009.0,0.0,89811.0,89811.0,54324.0,0.0
2003,Florida,4.9,126.1,13.9,1.4,99.6,2003,715436.1,Millions of chained 2012 dollars,FL,2003,539102.8,17004085.0,31704.0,FL,FL,0.0,0.0,0.0,5.8,0.0,0.0,3507.0,2660.0,4543.0,1.472,3087.0,322868.0,18925.0,3263.0,188473.0,188473.0,24706.0,534809.0,4160180.0,0.0,103042.0,103042.0,54558.0,0.0
2004,Florida,5.8,126.4,12.8,1.5,110.6,2004,757054.1,Millions of chained 2012 dollars,FL,2004,586785.0,17415318.0,33694.0,FL,FL,0.0,0.0,0.0,5.8,0.0,0.0,3849.0,2657.0,4374.0,1.401,3123.0,325516.0,16843.0,2904.0,179462.0,179462.0,23957.0,526195.0,4313246.0,0.0,98120.0,98120.0,50879.0,0.0
2005,Florida,5.7,126.9,13.1,1.5,113.5,2005,806338.6,Millions of chained 2012 dollars,FL,2005,642506.7,17842038.0,36011.0,FL,FL,0.0,0.0,0.0,5.8,0.0,0.0,4434.0,2661.0,3637.0,1.39,2616.0,300127.0,14993.0,2585.0,183175.0,183175.0,22915.0,501932.0,4379188.0,0.0,93117.0,93117.0,60047.0,0.0
2006,Florida,5.2,123.4,13.2,1.4,116.0,2006,834345.9,Millions of chained 2012 dollars,FL,2006,698476.0,18166990.0,38448.0,FL,FL,0.0,0.0,0.0,5.8,0.0,0.0,5034.0,2018.0,3501.0,1.3780000000000001,2540.0,327934.0,13688.0,2360.0,185564.0,185564.0,22985.0,530687.0,4433346.0,0.0,94826.0,94826.0,60701.0,0.0
